timestamp,p_x,p_y,p_z,q_x,q_y,q_z,q_w
1403715528865658880.00000,0.0410690810233525,0.0456272622416448,0.0762184269711552,0.8193682558719838,-0.0063521583230172,0.5731662023661744,0.0087072279791113
1403715528913329920.00000,0.0206596322084568,0.0771957776599312,0.1371614734737162,0.8255761718220832,-0.014453742908169,0.5640502615688749,0.0078978642443748
1403715528964070656.00000,0.0226948423968539,0.0752844721014241,0.1586220306193974,0.8277719203445089,-0.0129105842137873,0.5608267146825235,0.0100180238984745
1403715529014504448.00000,0.031502961946166,0.080346888023769,0.1769157639925156,0.8297618107447242,-0.0114883244672791,0.5578957801354739,0.0107542706680703
1403715529064824576.00000,0.0415067574554523,0.0854494882937553,0.1955607959565813,0.8311639899261388,-0.0106204538293691,0.5558723917205449,0.0077143977989805
1403715529115095296.00000,0.0532256892617083,0.0904671945243921,0.217675111098072,0.8314401861277011,-0.0075115933529025,0.5555469697712313,0.0042845344247675
1403715529165115392.00000,0.0669975114066299,0.0972427978820936,0.2403231162515136,-0.8316114065325212,0.0030327282324068,-0.5553493912411812,0.0005698530683631
1403715529214944512.00000,0.0800401523910988,0.1032081273216509,0.2643987179427528,-0.8326031838653627,-0.0025659441443871,-0.5538426606515016,0.0048642975211937
1403715529263844608.00000,0.0930642370556672,0.1093854449031764,0.2866098799003069,-0.8336420347671101,-0.0089989887620516,-0.5521704250878059,0.0082339376342654
1403715529314852608.00000,0.1082703117217766,0.1154408431340481,0.3090647836681585,-0.8350495965721888,-0.0165589373866671,-0.5497715970600876,0.0130063032122913
1403715529365171456.00000,0.1176884519578831,0.1274259871726888,0.3213240310905993,-0.8350789645387242,-0.0293444580017069,-0.5492093459875648,0.0122930894989689
1403715529414999296.00000,0.1338193187466363,0.1380490067915707,0.3361780775833656,-0.8356241272762687,-0.0389149315875991,-0.5476820233864138,0.0161971377925421
1403715529463936512.00000,0.1514187204160904,0.1537341745842391,0.3513666651293519,-0.8362926574119485,-0.0478297763588991,-0.545913063924746,0.0174880041347021
1403715529513377024.00000,0.1584179566734788,0.1678232217888318,0.3583389852382054,-0.8336630244373346,-0.0579153361600944,-0.5488325920763367,0.0208461362901736
1403715529562311936.00000,0.1610188535316909,0.1785040772523035,0.3699860964849196,-0.8314603012848827,-0.0641121229598643,-0.5513064880595304,0.0249911844516941
1403715529611688448.00000,0.1723455560276732,0.191271965761887,0.3818545865095167,-0.8299802284392048,-0.0698694328794849,-0.5527206187560586,0.0274043856166188
1403715529660917504.00000,0.1783816639831314,0.20007799776647,0.3932266721309373,-0.8277447400261725,-0.0756947637217915,-0.5550898010173739,0.0313729327701188
1403715529711617024.00000,0.1828135699027512,0.2121219800252707,0.3989232892803502,-0.8247786648217704,-0.0803899477997382,-0.5587961031920402,0.0320082083997803
1403715529761144320.00000,0.1840102636566962,0.2160482279743593,0.40414225022522,-0.8221830098797355,-0.0851435763383378,-0.5616880144994515,0.0356685301222323
1403715529810626816.00000,0.1863163269871169,0.2221864857102737,0.412310296121378,-0.819346004653363,-0.0895535024008517,-0.5648347814521519,0.0401741773806496
1403715529860826624.00000,0.1908484105237024,0.2317276855341087,0.419172722212106,-0.8175356235375922,-0.0921586659389561,-0.5668653604007099,0.0424964435820881
1403715529912306688.00000,0.1899112421716642,0.2443391563868436,0.4343419048483253,-0.8159206174471418,-0.0931455673011944,-0.5688452016425477,0.0448618533395904
1403715529962684928.00000,0.200221631783429,0.2591725476459656,0.4479927145281842,-0.8140727349662381,-0.0935211275889082,-0.5712366404993523,0.0472025574529803
1403715530013549056.00000,0.2062093720157407,0.2725727460002972,0.4632123543795096,-0.8112509159754826,-0.0952859495999564,-0.5749502157258786,0.0471676645016559
1403715530063628800.00000,0.2158003182385851,0.2858941981188804,0.4788610806695364,-0.8076394930682833,-0.0975756999432593,-0.5797234056563426,0.046023960620543
1403715530113655040.00000,0.2234206054676359,0.2983767886183161,0.4950318550088315,-0.8038641760509119,-0.1005194687935963,-0.5846129859260122,0.0438848441049326
1403715530163384064.00000,0.2300118499223839,0.310584368896027,0.5126367233684508,-0.8027657284438104,-0.1032125293431184,-0.585822100467411,0.0415550914645244
1403715530213433600.00000,0.2363005762599496,0.3270088068880026,0.5333136663353331,-0.8034205293019796,-0.1053215068927401,-0.5847502984836705,0.0385995039505412
1403715530263414784.00000,0.242634480025995,0.3442544944687398,0.5566585922571736,-0.8053627667673444,-0.1071829565264363,-0.5819370157152624,0.0353827284916637
1403715530313263872.00000,0.2497266469303607,0.3636855584531251,0.585133755963388,-0.8073080181368189,-0.1080179801341575,-0.5792266458590936,0.032899430793902
1403715530363130880.00000,0.2569756107647413,0.3845674411121966,0.6173879250583124,-0.8088040463048958,-0.1063241012184579,-0.5773569427704941,0.0344987074485892
1403715530413199872.00000,0.2620995149261652,0.4093143691590715,0.6523525621684894,-0.8101960268878338,-0.1038344078694421,-0.5756862134537554,0.0372316719588075
1403715530463397888.00000,0.268240293888436,0.4344943023016603,0.6861278857633675,-0.8116933630396678,-0.1021985782048134,-0.573600762221425,0.0411278566092267
1403715530513448448.00000,0.2727037437274744,0.4626490779094898,0.7215514275058099,-0.811744145892345,-0.1030916717534203,-0.5730878409024488,0.0448762234859597
1403715530563621632.00000,0.2761305896585586,0.4918915434310543,0.7585423361241572,-0.8123462553410024,-0.1049635368057806,-0.5715635258695274,0.0489014649092112
1403715530613646848.00000,0.2792104465409156,0.521435596687817,0.7937958643039267,-0.8121626441060642,-0.1071462737283215,-0.5711433735041271,0.0520265552108474
1403715530663773440.00000,0.2824596413378502,0.5509007468118643,0.8273959850630899,-0.8112771084255945,-0.109071909445879,-0.5716945802677135,0.0556603881315902
1403715530714004736.00000,0.285238586501011,0.5778117762255306,0.8570830290070718,-0.8103846447447022,-0.1116518502631876,-0.5720636007351435,0.0596139967520378
1403715530764843264.00000,0.2888462952543805,0.6017415130139072,0.8806856741541773,-0.810007155099029,-0.1153851344290372,-0.5713826411099467,0.0640043504723882
1403715530814801920.00000,0.2913733190142122,0.6299139147991297,0.8998299423730088,-0.8091518151822689,-0.1205571816461414,-0.5708002157021028,0.0701884584188278
1403715530864651520.00000,0.2952134405619925,0.6643063426619722,0.9206995262546348,-0.8083899901132771,-0.1267706085008745,-0.5697584306465079,0.0762244541613942
1403715530914442240.00000,0.2983436797582542,0.7038130764679192,0.9424650993196108,-0.8077371316628912,-0.1329121225041429,-0.5685951602196779,0.0812073740445259
1403715530964036352.00000,0.3022749527306479,0.7417362024656332,0.9637530546604512,-0.8072778289177501,-0.139310496650629,-0.5673352899450124,0.083819814148014
1403715531013673472.00000,0.3049193834779848,0.7799291444745257,0.982940300328879,-0.809273597039051,-0.1440303000761895,-0.5628348696160898,0.0868816858703713
1403715531063026944.00000,0.3107202240692973,0.823006044018106,1.0043668992502892,-0.8136559230287835,-0.1490119470769166,-0.5549341766710348,0.0883602745070725
1403715531112664832.00000,0.3186623037546089,0.8655285336721765,1.0236011500991793,-0.8196565592329236,-0.1524974550021303,-0.5448435670126929,0.0897392813053646
1403715531162512128.00000,0.3272445766437983,0.9064822241444802,1.0411821641120385,-0.824826862291931,-0.1552611933614279,-0.5359966922831471,0.0908963967336364
1403715531212986112.00000,0.3387422607200004,0.9506321666836316,1.062015385159657,-0.8293468999831838,-0.1539692356435815,-0.528173645817677,0.0975181717798136
1403715531264040704.00000,0.3513747554958791,0.9932421579663788,1.086009936649647,-0.8289479662728201,-0.1510591706372538,-0.5279792755777615,0.1061333158764149
1403715531314713088.00000,0.3662796180918939,1.0319523873982828,1.1091431209952185,-0.8256307211670731,-0.1473240583387985,-0.5324171714823107,0.114723535556139
1403715531365047808.00000,0.3836004353749109,1.0655422248273514,1.124872979845133,-0.8211515781286961,-0.1443916437152913,-0.538603229224318,0.1215224276875868
1403715531415283712.00000,0.3966382297018215,1.097954918659328,1.1422461279693803,-0.8171406815957701,-0.1438141344656838,-0.5439824872642436,0.1252264139824078
1403715531465291008.00000,0.4136591131503748,1.1192895545754011,1.1483297838263598,-0.8141600263892238,-0.1441691737965296,-0.5479434093403156,0.1269516479500603
1403715531515256320.00000,0.4289682917556999,1.1471390397299666,1.1578557853618698,-0.8114853218804259,-0.144655815081576,-0.5515349024458315,0.1279668664919703
1403715531565088512.00000,0.4453915990479142,1.1725240478026528,1.163530605957286,-0.8098228017352266,-0.1448517247434224,-0.5536256278607387,0.1292426856900101
1403715531614910720.00000,0.4630881171428663,1.1961341485744794,1.16694520204222,-0.810019781475831,-0.1444143833846058,-0.5530502835430514,0.1309496978325714
